Jahr;ICD10_Code;Diagnose_Bezeichnung;maennlich_unter_1_Jahr;maennlich_1_bis_unter_5_Jahre;maennlich_5_bis_unter_10_Jahre;maennlich_10_bis_unter_15_Jahre;maennlich_15_bis_unter_18_Jahre;maennlich_18_bis_unter_20_Jahre;maennlich_20_bis_unter_25_Jahre;maennlich_25_bis_unter_30_Jahre;maennlich_30_bis_unter_35_Jahre;maennlich_35_bis_unter_40_Jahre;maennlich_40_bis_unter_45_Jahre;maennlich_45_bis_unter_50_Jahre;maennlich_50_bis_unter_55_Jahre;maennlich_55_bis_unter_60_Jahre;maennlich_60_bis_unter_65_Jahre;maennlich_65_bis_unter_70_Jahre;maennlich_70_bis_unter_75_Jahre;maennlich_75_bis_unter_80_Jahre;maennlich_80_bis_unter_85_Jahre;maennlich_85_bis_unter_90_Jahre;maennlich_90_bis_unter_95_Jahre;maennlich_95_Jahre_und_mehr;maennlich_insgesamt;weiblich_unter_1_Jahr;weiblich_1_bis_unter_5_Jahre;weiblich_5_bis_unter_10_Jahre;weiblich_10_bis_unter_15_Jahre;weiblich_15_bis_unter_18_Jahre;weiblich_18_bis_unter_20_Jahre;weiblich_20_bis_unter_25_Jahre;weiblich_25_bis_unter_30_Jahre;weiblich_30_bis_unter_35_Jahre;weiblich_35_bis_unter_40_Jahre;weiblich_40_bis_unter_45_Jahre;weiblich_45_bis_unter_50_Jahre;weiblich_50_bis_unter_55_Jahre;weiblich_55_bis_unter_60_Jahre;weiblich_60_bis_unter_65_Jahre;weiblich_65_bis_unter_70_Jahre;weiblich_70_bis_unter_75_Jahre;weiblich_75_bis_unter_80_Jahre;weiblich_80_bis_unter_85_Jahre;weiblich_85_bis_unter_90_Jahre;weiblich_90_bis_unter_95_Jahre;weiblich_95_Jahre_und_mehr;weiblich_insgesamt;insgesamt_unter_1_Jahr;insgesamt_1_bis_unter_5_Jahre;insgesamt_5_bis_unter_10_Jahre;insgesamt_10_bis_unter_15_Jahre;insgesamt_15_bis_unter_18_Jahre;insgesamt_18_bis_unter_20_Jahre;insgesamt_20_bis_unter_25_Jahre;insgesamt_25_bis_unter_30_Jahre;insgesamt_30_bis_unter_35_Jahre;insgesamt_35_bis_unter_40_Jahre;insgesamt_40_bis_unter_45_Jahre;insgesamt_45_bis_unter_50_Jahre;insgesamt_50_bis_unter_55_Jahre;insgesamt_55_bis_unter_60_Jahre;insgesamt_60_bis_unter_65_Jahre;insgesamt_65_bis_unter_70_Jahre;insgesamt_70_bis_unter_75_Jahre;insgesamt_75_bis_unter_80_Jahre;insgesamt_80_bis_unter_85_Jahre;insgesamt_85_bis_unter_90_Jahre;insgesamt_90_bis_unter_95_Jahre;insgesamt_95_Jahre_und_mehr;insgesamt_insgesamt
2024;ICD10-T20-T32;  Verbrennungen oder Verätzungen;461;2272;499;449;272;149;493;550;537;558;481;457;463;523;444;378;238;168;193;125;30;10;9750;343;1661;532;400;188;109;337;288;256;249;245;237;225;259;235;180;188;164;222;147;64;24;6553;804;3933;1031;849;460;258;830;838;793;807;726;694;688;782;679;558;426;332;415;272;94;34;16303
2024;ICD10-T20;    Verbrennung/Verätzung des Kopfes und des Halses;36;227;60;81;44;25;66;72;65;74;50;67;74;84;62;77;41;26;28;13;3;0;1275;31;177;44;22;9;10;30;22;34;22;29;26;17;34;40;30;26;18;29;16;3;0;669;67;404;104;103;53;35;96;94;99;96;79;93;91;118;102;107;67;44;57;29;6;0;1944
2024;ICD10-T21;    Verbrennung oder Verätzung des Rumpfes;95;640;128;84;36;16;49;54;46;44;46;33;33;35;40;54;44;28;31;29;5;5;1575;70;402;139;97;22;16;46;46;44;36;45;35;32;41;41;32;37;36;54;39;28;5;1343;165;1042;267;181;58;32;95;100;90;80;91;68;65;76;81;86;81;64;85;68;33;10;2918
2024;ICD10-T22;    Verbrennung o. Verätzung der Schulter u.d. Armes;78;464;54;42;28;21;62;80;71;79;73;70;58;51;50;37;14;22;20;6;4;0;1384;51;318;69;38;30;29;60;48;31;24;27;33;33;31;35;28;31;16;16;12;4;2;966;129;782;123;80;58;50;122;128;102;103;100;103;91;82;85;65;45;38;36;18;8;2;2350
2024;ICD10-T23;    Verbrennung o.Verätzung des Handgelenkes u.d. Hand;107;441;54;91;75;37;120;109;111;111;86;96;100;95;66;44;33;14;25;15;3;1;1834;65;299;52;54;34;16;48;35;43;30;33;39;31;35;31;24;14;10;22;11;5;2;933;172;740;106;145;109;53;168;144;154;141;119;135;131;130;97;68;47;24;47;26;8;3;2767
2024;ICD10-T24;    Verbrennung o. Verätzung der Hüfte u.d. Beines;81;229;136;95;48;17;88;83;102;89;91;55;59;112;77;54;48;40;44;27;6;1;1582;75;235;171;131;59;25;96;83;61;79;57;65;58;48;42;40;39;46;63;46;14;10;1543;156;464;307;226;107;42;184;166;163;168;148;120;117;160;119;94;87;86;107;73;20;11;3125
2024;ICD10-T25;    Verbrennung o.Verätzung d. Knöchelregion u.d.Fußes;54;195;46;35;12;11;32;38;37;51;35;39;49;61;71;68;30;18;23;10;4;3;922;40;146;46;38;17;6;23;23;21;25;21;18;21;29;17;14;14;14;13;8;2;3;559;94;341;92;73;29;17;55;61;58;76;56;57;70;90;88;82;44;32;36;18;6;6;1481
2024;ICD10-T26;    Verbrennung o.Verätzung d.Auges u.d.Anhangsgebilde;1;17;11;9;19;17;58;83;84;91;77;66;71;63;63;33;15;5;8;10;2;0;803;2;15;3;8;4;4;18;24;14;21;20;12;22;23;18;7;13;12;9;7;5;0;261;3;32;14;17;23;21;76;107;98;112;97;78;93;86;81;40;28;17;17;17;7;0;1064
2024;ICD10-T27;    Verbrennung oder Verätzung der Atemwege;0;3;0;0;1;1;2;2;5;4;3;4;4;5;6;3;2;3;1;0;0;0;49;0;0;2;0;0;0;6;0;3;0;0;1;0;3;1;0;1;1;4;1;0;0;23;0;3;2;0;1;1;8;2;8;4;3;5;4;8;7;3;3;4;5;1;0;0;72
2024;ICD10-T28;    Verbrennung oder Verätzung sonst. innerer Organe;4;40;7;7;7;2;10;21;10;9;16;22;10;14;7;6;9;11;7;12;2;0;233;4;52;2;10;8;1;7;4;4;10;8;5;7;10;5;3;5;5;6;4;2;2;164;8;92;9;17;15;3;17;25;14;19;24;27;17;24;12;9;14;16;13;16;4;2;397
2024;ICD10-T29;    Verbrennungen/Verätzungen mehrerer Körperregionen;1;10;2;3;1;0;2;4;2;4;3;3;5;2;1;2;1;1;4;2;1;0;54;3;10;3;0;4;0;3;1;0;1;2;1;3;2;4;0;5;2;4;2;0;0;50;4;20;5;3;5;0;5;5;2;5;5;4;8;4;5;2;6;3;8;4;1;0;104
2024;ICD10-T30;    Verbrennung oder Verätzung, Körperregion n.n.bez.;4;6;1;2;1;2;4;4;4;2;1;2;0;1;1;0;1;0;2;1;0;0;39;2;7;1;2;1;2;0;2;1;1;3;2;1;3;1;2;3;4;2;1;1;0;42;6;13;2;4;2;4;4;6;5;3;4;4;1;4;2;2;4;4;4;2;1;0;81
2024;ICD10-T31;    Verbrennung,klass.n.d.Ausmaß d.betr.Körperoberfl.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-T32;    Verätzungen,klass.n.d.Ausmaß d.betr.Körperoberfl.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;ICD10-T33-T35;  Erfrierungen;0;0;1;3;2;1;10;5;8;11;13;7;11;17;12;7;2;1;2;1;1;0;115;0;0;1;6;6;11;29;8;5;13;5;2;0;3;3;2;0;4;3;0;0;0;101;0;0;2;9;8;12;39;13;13;24;18;9;11;20;15;9;2;5;5;1;1;0;216
2024;ICD10-T33;    Oberflächliche Erfrierung;0;0;1;2;0;1;5;1;3;2;3;0;2;3;0;0;0;1;0;1;0;0;25;0;0;0;3;1;2;6;0;0;2;2;0;0;1;0;0;0;0;1;0;0;0;18;0;0;1;5;1;3;11;1;3;4;5;0;2;4;0;0;0;1;1;1;0;0;43
2024;ICD10-T34;    Erfrierung mit Gewebsnekrose;0;0;0;0;2;0;4;3;4;8;8;7;7;14;11;6;2;0;2;0;1;0;79;0;0;1;3;5;8;22;8;5;11;3;2;0;2;3;2;0;4;2;0;0;0;81;0;0;1;3;7;8;26;11;9;19;11;9;7;16;14;8;2;4;4;0;1;0;160
2024;ICD10-T35;    Erfrierung mit Beteiligung mehrerer Körperregionen;0;0;0;1;0;0;1;1;1;1;2;0;2;0;1;1;0;0;0;0;0;0;11;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;2;1;1;1;2;0;2;0;1;1;0;0;0;0;0;0;13
2024;ICD10-T36-T50;  Vergiftungen durch Arzneimittel,Drogen, Substanzen;83;473;93;127;246;183;494;395;327;334;323;265;327;354;282;205;202;200;241;184;63;11;5412;77;424;56;557;1146;662;1168;648;446;418;398;345;383;432;379;304;302;300;467;375;151;35;9473;160;897;149;684;1392;845;1662;1043;773;752;721;610;710;786;661;509;504;500;708;559;214;46;14885
2024;ICD10-T36;    Vergiftung durch systemisch wirkende Antibiotika;1;2;0;3;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;11;0;0;1;0;4;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;13;1;2;1;3;4;2;1;2;2;1;2;0;1;0;0;0;1;0;0;1;0;0;24
2024;ICD10-T37;    Vergiftung d. sonst. Antiinfektiva/Antiparasitika;0;3;0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;0;1;0;1;0;10;0;4;0;0;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;10;0;7;0;0;2;0;1;1;0;0;1;3;0;2;0;0;0;0;1;1;1;0;20
2024;ICD10-T38;    Vergiftung d.Hormone,synth.Ersatzst./Antagonisten;3;11;1;4;3;1;9;5;5;6;7;6;12;15;13;10;9;14;1;13;1;0;149;2;8;1;6;12;2;18;11;10;6;9;7;10;11;12;13;15;6;12;11;4;0;186;5;19;2;10;15;3;27;16;15;12;16;13;22;26;25;23;24;20;13;24;5;0;335
2024;ICD10-T39;    Vergift. d.Analgetika/Antipyretika/Antirheumatika;12;30;4;18;44;27;54;43;36;25;22;18;24;26;16;7;10;7;12;3;4;0;442;8;42;1;218;375;154;242;103;68;51;45;46;40;32;24;20;15;7;21;16;7;3;1538;20;72;5;236;419;181;296;146;104;76;67;64;64;58;40;27;25;14;33;19;11;3;1980
2024;ICD10-T40;    Vergiftung d. Betäubungsmittel u. Psychodysleptika;2;14;4;8;24;10;46;38;35;29;22;29;27;31;20;25;19;17;17;30;5;1;453;4;12;2;18;42;13;39;21;15;14;20;22;26;22;27;20;26;32;61;39;25;3;503;6;26;6;26;66;23;85;59;50;43;42;51;53;53;47;45;45;49;78;69;30;4;956
2024;ICD10-T41;    Vergiftung durch Anästhetika u.therapeutische Gase;0;2;0;1;6;4;10;6;4;5;1;1;4;2;0;0;0;0;0;0;0;0;46;1;2;0;1;6;3;0;2;4;1;0;1;1;2;0;1;1;0;0;0;0;0;26;1;4;0;2;12;7;10;8;8;6;1;2;5;4;0;1;1;0;0;0;0;0;72
2024;ICD10-T42;    Vergift.d.Antiepilep./Sedativa/Hypnotika/Antipark.;4;28;11;16;38;40;98;91;60;65;75;54;59;61;51;29;26;31;44;28;10;5;924;6;31;10;36;93;68;158;98;66;85;69;57;66;88;88;67;56;44;92;68;12;5;1363;10;59;21;52;131;108;256;189;126;150;144;111;125;149;139;96;82;75;136;96;22;10;2287
2024;ICD10-T43;    Vergiftung durch psychotrope Substanzen;7;42;19;27;67;58;177;114;94;109;100;75;96;103;70;58;40;33;25;13;5;0;1332;6;35;11;114;321;254;451;255;154;152;148;123;127;138;116;96;69;68;73;31;20;2;2764;13;77;30;141;388;312;628;369;248;261;248;198;223;241;186;154;109;101;98;44;25;2;4096
2024;ICD10-T44;    Vergiftung d.prim.a.d.auton.Nervensyst.wirk.Arzn.;2;18;5;5;0;1;6;5;4;8;7;8;17;6;10;8;5;5;9;6;2;1;138;8;14;3;12;13;11;33;12;6;8;11;8;8;14;9;5;9;12;21;4;2;0;223;10;32;8;17;13;12;39;17;10;16;18;16;25;20;19;13;14;17;30;10;4;1;361
2024;ICD10-T45;    Vergiftung d.prim.syst.a.d.Blut wirk.M., ao.n.kl.;11;55;9;0;9;4;5;14;6;9;7;4;9;19;24;14;20;33;55;32;13;0;352;10;68;5;11;47;30;42;12;14;12;7;6;7;16;17;12;17;29;47;38;19;2;468;21;123;14;11;56;34;47;26;20;21;14;10;16;35;41;26;37;62;102;70;32;2;820
2024;ICD10-T46;    Vergiftung d.prim.a.d.Herz-Kreisl.-syst.wirk.M.;13;58;6;6;3;2;1;3;6;15;10;13;14;14;11;13;11;17;30;15;6;0;267;4;57;0;7;12;10;12;8;12;9;10;9;25;18;12;14;25;27;55;54;22;7;409;17;115;6;13;15;12;13;11;18;24;20;22;39;32;23;27;36;44;85;69;28;7;676
2024;ICD10-T47;    Vergift. d.prim.a.d. Magen-Darm-Trakt wirk. Mittel;2;10;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;19;3;8;0;3;6;1;3;2;1;2;0;1;1;2;0;0;0;1;0;2;0;0;36;5;18;1;4;8;1;3;3;2;2;0;1;1;2;0;0;0;2;0;2;0;0;55
2024;ICD10-T48;    Vergiftung d.prim.a. Muskeln u.Atmung wirk. Mittel;0;12;1;2;2;1;0;3;1;1;2;2;1;1;2;0;2;1;0;1;0;0;35;2;6;3;3;9;1;3;1;0;2;1;0;2;2;0;1;0;0;0;0;0;0;36;2;18;4;5;11;2;3;4;1;3;3;2;3;3;2;1;2;1;0;1;0;0;71
2024;ICD10-T49;    Vergiftung d.prim.a.Haut u.Schleimhaut wirk.Mittel;0;5;0;0;1;0;0;1;0;1;4;2;0;1;2;0;0;1;0;0;0;0;18;4;6;1;1;0;1;0;1;1;1;0;1;4;0;0;0;1;0;0;2;0;1;25;4;11;1;1;1;1;0;2;1;2;4;3;4;1;2;0;1;1;0;2;0;1;43
2024;ICD10-T50;    Vergiftung d.Diuretika u.sonst.Arzneim./Drogen;26;183;32;36;47;35;87;69;75;61;64;51;63;75;63;41;59;40;47;42;16;4;1216;19;131;18;127;204;112;166;121;93;74;77;63;66;85;74;55;68;74;85;109;40;12;1873;45;314;50;163;251;147;253;190;168;135;141;114;129;160;137;96;127;114;132;151;56;16;3089
2024;ICD10-T51-T65;  Toxische Wirkungen v.vorw.nicht med.verwend.Subst.;76;401;334;247;206;125;300;320;350;390;373;285;320;376;383;320;231;151;148;110;39;7;5492;66;270;171;244;254;102;244;219;204;223;220;218;268;298;275;275;239;149;223;167;61;14;4404;142;671;505;491;460;227;544;539;554;613;593;503;588;674;658;595;470;300;371;277;100;21;9896
2024;ICD10-T51;    Toxische Wirkung von Alkohol;1;7;0;8;29;15;29;27;21;29;33;23;24;26;22;17;7;3;5;1;1;1;329;2;3;1;18;45;11;24;12;7;14;13;11;15;16;6;7;5;4;3;3;0;0;220;3;10;1;26;74;26;53;39;28;43;46;34;39;42;28;24;12;7;8;4;1;1;549
2024;ICD10-T52;    Toxische Wirkung von organischen Lösungsmitteln;1;27;3;2;9;3;9;7;8;7;15;3;7;1;3;4;1;1;0;1;0;1;113;2;15;4;9;6;3;3;3;2;5;4;2;2;2;2;3;1;0;1;0;1;0;70;3;42;7;11;15;6;12;10;10;12;19;5;9;3;5;7;2;1;1;1;1;1;183
2024;ICD10-T53;    Toxische Wirkung von Kohlenwasserstoffen;0;1;0;1;1;0;0;2;0;0;1;1;0;3;0;2;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;2;0;0;1;1;0;3;0;2;1;0;0;0;0;0;13
2024;ICD10-T54;    Toxische Wirkung von ätzenden Substanzen;7;24;4;2;2;3;10;9;8;5;11;6;3;5;3;5;0;4;1;1;0;0;113;5;23;3;6;5;3;5;7;12;4;2;3;3;2;3;2;3;3;5;3;1;0;103;12;47;7;8;7;6;15;16;20;9;13;9;6;7;6;7;3;7;6;4;1;0;216
2024;ICD10-T55;    Toxische Wirkung von Seifen und Detergenzien;5;35;3;3;2;2;8;4;4;10;2;1;1;9;4;2;4;3;3;7;4;1;117;3;32;4;4;9;3;5;5;7;8;1;3;4;0;3;5;2;6;7;6;3;1;121;8;67;7;7;11;5;13;9;11;18;3;4;5;9;7;7;6;9;10;13;7;2;238
2024;ICD10-T56;    Toxische Wirkung von Metallen;0;4;5;2;1;2;0;1;0;2;1;1;3;0;3;1;0;2;0;0;0;0;28;0;3;2;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;9;0;7;7;2;1;2;1;2;0;2;1;2;3;0;4;1;0;2;0;0;0;0;37
2024;ICD10-T57;    Toxische Wirkung v. sonst.anorganischen Substanzen;0;7;0;0;1;1;3;3;7;6;3;0;6;3;1;0;1;0;0;0;0;0;42;1;2;0;0;3;0;0;1;3;1;2;0;1;2;2;0;0;0;0;0;0;0;18;1;9;0;0;4;1;3;4;10;7;5;0;7;5;3;0;1;0;0;0;0;0;60
2024;ICD10-T58;    Toxische Wirkung von Kohlenmonoxid;14;41;51;40;37;17;52;59;78;81;83;63;61;89;73;51;45;34;41;28;18;3;1059;10;27;38;39;40;19;42;42;32;36;35;34;36;49;42;40;37;32;58;57;24;6;775;24;68;89;79;77;36;94;101;110;117;118;97;97;138;115;91;82;66;99;85;42;9;1834
2024;ICD10-T59;    Toxische Wirkung sonst. Gase/Dämpfe/Rauches;10;17;19;32;22;17;42;57;69;62;52;45;43;46;49;50;32;27;33;24;6;1;755;7;13;19;30;26;6;33;30;27;27;35;33;33;26;31;22;36;17;39;39;14;1;544;17;30;38;62;48;23;75;87;96;89;87;78;76;72;80;72;68;44;72;63;20;2;1299
2024;ICD10-T60;    Toxische Wirkung von Schädlingsbekämpfungsmitteln;1;3;3;0;3;0;3;1;0;4;0;2;1;0;3;0;1;0;2;1;0;0;28;1;2;2;0;1;0;2;2;1;1;1;2;1;2;3;1;0;0;2;0;0;0;24;2;5;5;0;4;0;5;3;1;5;1;4;2;2;6;1;1;0;4;1;0;0;52
2024;ICD10-T61;    Toxische Wirkung schädl. Substanzen v.Meerestieren;0;0;0;1;1;0;1;3;2;3;2;0;0;1;1;2;0;3;1;0;1;0;22;0;0;0;0;0;1;1;0;3;1;3;0;3;0;4;5;5;2;3;0;2;0;33;0;0;0;1;1;1;2;3;5;4;5;0;3;1;5;7;5;5;4;0;3;0;55
2024;ICD10-T62;    Tox. Wirkung sonst.schädl.Substanzen/Nahrungsmitt.;18;108;50;30;21;18;32;39;33;30;24;25;26;25;17;29;21;13;23;15;2;0;599;20;86;30;25;29;20;48;39;32;33;26;34;40;33;22;46;36;28;29;19;6;2;683;38;194;80;55;50;38;80;78;65;63;50;59;66;58;39;75;57;41;52;34;8;2;1282
2024;ICD10-T63;    Toxische Wirkung durch Kontakt mit giftigen Tieren;5;61;187;110;53;28;70;61;85;115;116;88;122;155;190;146;108;55;33;25;5;0;1818;0;25;65;74;44;15;39;44;54;73;81;78;115;141;144;134;98;51;69;29;9;3;1385;5;86;252;184;97;43;109;105;139;188;197;166;237;296;334;280;206;106;102;54;14;3;3203
2024;ICD10-T64;    Tox. Wirkung v. Aflatoxin/Mykotoxin in Lebensmitt.;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
2024;ICD10-T65;    Toxische Wirkung sonst. und n.n.bez. Substanzen;14;66;9;16;23;19;41;47;35;36;30;27;23;13;14;11;11;6;6;7;2;0;456;15;39;3;39;46;21;41;33;24;20;17;17;15;25;12;10;15;6;6;11;1;1;417;29;105;12;55;69;40;82;80;59;56;47;44;38;38;26;21;26;12;12;18;3;1;873
2024;ICD10-T66-T78;  Sonst. und n.n.bez. Schäden durch äußere Ursachen;641;2797;1979;1153;767;376;1112;1062;994;995;867;785;914;1167;1238;1040;873;564;536;326;111;13;20310;505;1629;1066;918;787;334;936;853;905;929;967;870;935;1127;1145;1052;921;755;854;690;229;77;18484;1146;4426;3045;2071;1554;710;2048;1915;1899;1924;1834;1655;1849;2294;2383;2092;1794;1319;1390;1016;340;90;38794
2024;ICD10-T66;    Nicht näher bezeichnete Schäden durch Strahlung;0;0;0;0;0;0;0;2;1;0;0;0;2;5;15;13;3;3;2;0;0;0;46;0;0;0;0;0;0;1;0;0;2;2;1;5;10;17;7;2;4;1;0;0;0;52;0;0;0;0;0;0;1;2;1;2;2;1;7;15;32;20;5;7;3;0;0;0;98
2024;ICD10-T67;    Schäden durch Hitze und Sonnenlicht;3;22;38;37;30;8;21;29;16;20;18;19;22;20;22;21;33;19;27;22;4;1;452;5;25;40;42;23;10;12;13;7;5;6;5;7;5;14;17;10;10;17;21;7;5;306;8;47;78;79;53;18;33;42;23;25;24;24;29;25;36;38;43;29;44;43;11;6;758
2024;ICD10-T68;    Hypothermie;2;12;4;5;6;6;9;15;17;25;28;51;54;50;59;50;44;42;52;57;25;4;617;7;9;3;5;8;2;2;1;5;3;8;12;12;22;22;21;32;25;63;72;47;17;398;9;21;7;10;14;8;11;16;22;28;36;63;66;72;81;71;76;67;115;129;72;21;1015
2024;ICD10-T69;    Sonstige Schäden durch niedrige Temperatur;0;0;0;0;2;0;0;1;0;0;1;0;1;1;0;5;1;1;2;0;0;0;15;0;0;0;1;1;0;0;0;3;3;0;1;5;2;1;5;4;2;1;5;0;0;34;0;0;0;1;3;0;0;1;3;3;1;1;6;3;1;10;5;3;3;5;0;0;49
2024;ICD10-T70;    Schäden durch Luft- und Wasserdruck;0;0;0;1;1;1;7;10;15;18;12;9;9;12;6;3;0;3;1;0;0;0;108;0;0;0;2;0;0;0;4;4;5;7;0;2;1;3;0;0;0;0;0;0;0;28;0;0;0;3;1;1;7;14;19;23;19;9;11;13;9;3;0;3;1;0;0;0;136
2024;ICD10-T71;    Erstickung;0;8;7;6;8;3;8;9;12;14;10;10;14;9;8;9;5;5;4;0;1;0;150;1;4;4;5;19;4;8;4;6;7;9;3;4;1;2;4;0;1;0;2;0;0;88;1;12;11;11;27;7;16;13;18;21;19;13;18;10;10;13;5;6;4;2;1;0;238
2024;ICD10-T73;    Schäden durch sonstigen Mangel;0;1;0;0;1;0;1;1;1;3;0;2;0;1;0;1;0;0;0;0;0;0;12;2;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;7;2;1;0;0;2;0;1;1;1;3;0;2;1;2;1;1;0;1;0;0;0;0;19
2024;ICD10-T74;    Missbrauch von Personen;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024;ICD10-T75;    Schäden durch sonstige äußere Ursachen;50;527;214;110;159;125;414;359;272;245;147;105;99;90;77;35;23;10;10;9;4;0;3084;40;295;123;103;45;30;89;88;54;56;47;28;22;35;19;18;6;15;15;7;4;0;1139;90;822;337;213;204;155;503;447;326;301;194;133;121;125;96;53;29;25;25;16;8;0;4223
2024;ICD10-T76;    Nicht näher bezeichn.Schäden durch äußere Ursachen;0;0;4;3;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;10;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;5;4;0;1;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;16
2024;ICD10-T78;    Unerwünschte Nebenwirkungen, ao.nicht klass.;586;2226;1712;991;560;233;651;636;660;669;651;589;713;979;1051;903;763;481;438;238;77;8;15815;449;1296;895;759;690;287;823;742;826;848;888;820;877;1050;1066;980;867;697;757;583;171;55;16426;1035;3522;2607;1750;1250;520;1474;1378;1486;1517;1539;1409;1590;2029;2117;1883;1630;1178;1195;821;248;63;32241
2024;ICD10-T79-T79;  Bestimmte Frühkomplikationen eines Traumas;7;80;69;57;44;46;128;112;106;118;96;104;125;167;196;219;217;224;319;309;120;33;2896;6;32;53;16;21;11;33;19;30;30;36;54;63;82;89;124;161;214;391;478;218;74;2235;13;112;122;73;65;57;161;131;136;148;132;158;188;249;285;343;378;438;710;787;338;107;5131
2024;ICD10-T79;    Frühkomplikationen eines Traumas, ao.nicht klass.;7;80;69;57;44;46;128;112;106;118;96;104;125;167;196;219;217;224;319;309;120;33;2896;6;32;53;16;21;11;33;19;30;30;36;54;63;82;89;124;161;214;391;478;218;74;2235;13;112;122;73;65;57;161;131;136;148;132;158;188;249;285;343;378;438;710;787;338;107;5131
2024;ICD10-T80-T88;  Komplikationen bei chirurg.Eingriff.u.med.Behandl.;328;999;1179;1057;910;730;2118;2228;2670;3267;3712;4380;6806;11525;15629;15973;16267;13237;13408;7860;1803;276;126362;244;677;792;722;702;568;1722;2048;2903;4030;4503;5185;7197;10462;12755;13421;14782;13170;14825;10150;2978;584;124420;572;1676;1971;1779;1612;1298;3840;4276;5573;7297;8215;9565;14003;21987;28384;29394;31049;26407;28233;18010;4781;860;250782
2024;ICD10-T80;    Komplikationen nach Infusion/Transfusion/Injektion;5;4;6;10;2;3;5;13;15;23;19;18;16;21;35;24;25;23;21;13;1;1;303;2;2;8;6;7;2;4;8;14;18;18;26;23;25;39;34;34;38;33;21;4;1;367;7;6;14;16;9;5;9;21;29;41;37;44;39;46;74;58;59;61;54;34;5;2;670
2024;ICD10-T81;    Komplikationen bei Eingriffen, ao.nicht klass.;78;337;437;311;371;366;984;965;1095;1238;1189;1309;1769;2847;3624;3463;3428;2728;2664;1542;355;54;31154;28;169;248;206;238;280;822;831;1134;1536;1567;1664;1966;2598;2768;2817;2978;2538;2812;1853;571;107;29731;106;506;685;517;609;646;1806;1796;2229;2774;2756;2973;3735;5445;6392;6280;6406;5266;5476;3395;926;161;60885
2024;ICD10-T82;    Kompl.d.Prothesen/Implant./Herz-/Gefäßtransplant.;45;127;117;140;68;62;163;219;336;557;722;973;1703;2852;4168;4617;4743;3989;4073;2353;461;55;32543;39;104;103;76;64;33;158;232;336;469;605;699;1051;1660;2255;2611;2888;2616;2816;1790;440;63;21108;84;231;220;216;132;95;321;451;672;1026;1327;1672;2754;4512;6423;7228;7631;6605;6889;4143;901;118;53651
2024;ICD10-T83;    Kompl.d.Prothesen/Implant./Urogenitaltransplant.;10;19;10;7;7;12;73;111;111;106;131;103;170;248;394;525;657;685;932;760;290;55;5416;2;8;5;4;7;10;68;118;150;170;185;224;256;355;409;422;443;356;407;322;88;29;4038;12;27;15;11;14;22;141;229;261;276;316;327;426;603;803;947;1100;1041;1339;1082;378;84;9454
2024;ICD10-T84;    Kompl.d.orth.Endoprothesen/Implant./Transplantate;0;33;106;185;171;119;380;395;484;554;746;928;1507;3029;4148;4028;4386;3744;3804;2175;449;82;31453;0;13;84;112;124;88;204;240;288;364;493;748;1704;3088;4428;4826;6027;5845;6996;4982;1566;324;42544;0;46;190;297;295;207;584;635;772;918;1239;1676;3211;6117;8576;8854;10413;9589;10800;7157;2015;406;73997
